Superfamily,Family,Genus,Species,Month,Year,Country,State,Municipality,Locality,Species-Locality,Latitude_Longitude,Range_Size_sq_km,BIO1,BIO12,SampleID,Sequence_Reads,SVL_mm,Primary_Habitat,Extraction,mean_NDVI,OTU_richness,Faith_PD,Endangerment,Brazil_Redlist,IUCN_Status,Publication,,,,,,,,,,,,,,,,,
Brachycephaloidea,Eleutherodactylidae,Pristimantis,sp. (aff_ramagii),June,2019,Brazil,CE,Maranguape,12,27,3.89 S 38.7 W,159395.6457,243,1246,S251,3462,25,Terrestrial,Dneasy,0.717291667,144,14.726985,Non-threatened,LC,LC,new data,,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Nyctimantis,pomba,January,2019,Brazil,MG,Cataguases,4,6,21.34 S 42.76 W,1.36,224,1304,S257,2095,62.1,Arboreal,Dneasy,0.830224,178,15.823468,Threatened,CR,Not Evaluated,new data,,,,,,,,,,,,,,,,,
Brachycephaloidea,Eleutherodactylidae,Adelophryne,maranguapensis,June,2019,Brazil,CE,Maranguape,12,28,3.9 S 38.71 W,32.683064,227,1299,S258,6656,17,Terrestrial,Dneasy,0.815448,122,13.289885,Threatened,VU,EN,new data,,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Scinax,eurydice,January,2019,Brazil,MG,Cataguases,4,7,21.37 S 42.72 W,489022.0739,228,1281,S265,7140,50,Arboreal,Dneasy,0.76316,88,8.663335,Non-threatened,LC,LC,new data,,,,,,,,,,,,,,,,,
Brachycephaloidea,Eleutherodactylidae,Adelophryne,maranguapensis,June,2019,Brazil,CE,Maranguape,12,28,3.9 S 38.71 W,32.683064,227,1299,S266,13538,17,Terrestrial,Dneasy,0.815448,136,16.113196,Threatened,VU,EN,new data,,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Boana,faber,December,2019,Brazil,RS,Sao_Francisco_Paula,18,42,29.48 S 50.22 W,1798964.703,150,1991,S27,40528,100,Arboreal,Dneasy,0.756216,85,12.304207,Non-threatened,LC,LC,new data,,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Scinax,eurydice,January,2019,Brazil,MG,Cataguases,4,7,21.37 S 42.72 W,489022.0739,228,1281,S273,17943,50,Arboreal,Dneasy,0.76316,44,6.66794,Non-threatened,LC,LC,new data,,,,,,,,,,,,,,,,,
Brachycephaloidea,Eleutherodactylidae,Adelophryne,maranguapensis,June,2019,Brazil,CE,Maranguape,12,28,3.9 S 38.71 W,32.683064,227,1299,S274,27549,17,Terrestrial,Dneasy,0.815448,46,6.767676,Threatened,VU,EN,new data,,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Boana,faber,December,2019,Brazil,RS,Sao_Francisco_Paula,18,42,29.48 S 50.22 W,1798964.703,150,1991,S28,21087,100,Arboreal,Dneasy,0.756216,180,18.476345,Non-threatened,LC,LC,new data,,,,,,,,,,,,,,,,,
Hyloidea,Bufonidae,Melanophryniscus,admirabilis,December,2018,Brazil,RS,Arvorezinha,1,1,28.86 S 52.3 W,247.572858,178,1606,S281,26456,40,Aquatic,Dneasy,0.815604,57,6.103089,Threatened,CR,CR,new data,,,,,,,,,,,,,,,,,
Brachycephaloidea,Eleutherodactylidae,Adelophryne,maranguapensis,June,2019,Brazil,CE,Maranguape,12,28,3.9 S 38.71 W,32.683064,227,1299,S282,3228,17,Terrestrial,Dneasy,0.815448,87,10.356107,Threatened,VU,EN,new data,,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Boana,faber,December,2019,Brazil,RS,Sao_Francisco_Paula,18,42,29.48 S 50.22 W,1798964.703,150,1991,S31,34946,100,Arboreal,Dneasy,0.756216,107,14.707429,Non-threatened,LC,LC,new data,,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Boana,faber,December,2019,Brazil,RS,Sao_Francisco_Paula,18,42,29.48 S 50.22 W,1798964.703,150,1991,S33,19131,100,Arboreal,Dneasy,0.756216,151,16.25387,Non-threatened,LC,LC,new data,,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Boana,faber,December,2019,Brazil,RS,Sao_Francisco_Paula,18,42,29.48 S 50.22 W,1798964.703,150,1991,S39,52133,100,Arboreal,Dneasy,0.756216,24,3.72382,Non-threatened,LC,LC,new data,,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Boana,faber,December,2019,Brazil,RS,Sao_Francisco_Paula,18,42,29.48 S 50.22 W,1798964.703,150,1991,S51,29601,100,Arboreal,Dneasy,0.756216,90,11.210088,Non-threatened,LC,LC,new data,,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Boana,faber,December,2019,Brazil,RS,Sao_Francisco_Paula,18,42,29.48 S 50.22 W,1798964.703,150,1991,S64,13906,100,Arboreal,Dneasy,0.756216,186,20.158493,Non-threatened,LC,LC,new data,,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Guaraciaba,9,14,26.59 S 53.49 W,11635995.56,188,1918,SD10,20810,24,Arboreal,Dneasy,0.767576,108,12.420917,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD107,7441,24,Arboreal,Dneasy,0.758264,151,17.507088,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Descanso,6,9,26.82 S 53.48 W,11635995.56,186,1934,SD121,8783,24,Arboreal,Dneasy,0.780012,201,19.574542,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Descanso,6,9,26.82 S 53.48 W,11635995.56,186,1934,SD122,2136,24,Arboreal,Dneasy,0.780012,194,18.00008,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Descanso,6,9,26.82 S 53.48 W,11635995.56,186,1934,SD124,2931,24,Arboreal,Dneasy,0.780012,241,19.603929,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Descanso,6,9,26.82 S 53.48 W,11635995.56,186,1934,SD126,6121,24,Arboreal,Dneasy,0.780012,336,30.040521,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Descanso,6,9,26.82 S 53.48 W,11635995.56,186,1934,SD128,3533,24,Arboreal,Dneasy,0.780012,282,25.693688,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Descanso,6,9,26.82 S 53.48 W,11635995.56,186,1934,SD131,5436,24,Arboreal,Dneasy,0.780012,393,30.266932,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Descanso,6,9,26.82 S 53.48 W,11635995.56,186,1934,SD132,2701,24,Arboreal,Dneasy,0.780012,86,12.259898,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Descanso,6,9,26.82 S 53.48 W,11635995.56,186,1934,SD134,2996,24,Arboreal,Dneasy,0.780012,261,24.127887,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Descanso,6,9,26.82 S 53.48 W,11635995.56,186,1934,SD135,2290,24,Arboreal,Dneasy,0.780012,138,14.965766,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Descanso,6,9,26.82 S 53.48 W,11635995.56,186,1934,SD137,1609,24,Arboreal,Dneasy,0.780012,134,14.926151,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Guaraciaba,9,14,26.59 S 53.49 W,11635995.56,188,1918,SD14,10783,24,Arboreal,Dneasy,0.767576,153,16.034895,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Descanso,6,9,26.82 S 53.48 W,11635995.56,186,1934,SD140,5182,24,Arboreal,Dneasy,0.780012,219,19.760484,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD147,28380,24,Arboreal,Dneasy,0.758264,52,5.526229,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD148,19113,24,Arboreal,Dneasy,0.758264,70,6.907201,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD157,12280,24,Arboreal,Dneasy,0.758264,130,11.479884,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Guaraciaba,9,14,26.59 S 53.49 W,11635995.56,188,1918,SD16,20981,24,Arboreal,Dneasy,0.767576,68,8.770965,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD161,19048,24,Arboreal,Dneasy,0.758264,122,13.659971,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD164,10256,24,Arboreal,Dneasy,0.758264,134,14.0029,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD166,2936,24,Arboreal,Dneasy,0.758264,150,15.072592,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD172,12043,24,Arboreal,Dneasy,0.758264,113,13.941854,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD175,2859,24,Arboreal,Dneasy,0.758264,250,21.512435,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD189,13571,24,Arboreal,Dneasy,0.758264,99,11.622825,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD191,2305,24,Arboreal,Dneasy,0.758264,86,10.295964,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD197,9542,24,Arboreal,Dneasy,0.758264,84,12.646831,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Sao_Miguel_do_Oeste,20,54,26.7 S 53.55 W,11635995.56,184,1934,SD199,40408,24,Arboreal,Dneasy,0.758264,21,4.215308,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Guaraciaba,9,14,26.59 S 53.49 W,11635995.56,188,1918,SD20,23838,24,Arboreal,Dneasy,0.767576,107,11.350923,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD21,11895,24,Arboreal,Dneasy,0.6997,173,18.296368,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD22,12269,24,Arboreal,Dneasy,0.6997,183,21.422861,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD23,9282,24,Arboreal,Dneasy,0.6997,209,21.780028,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD24,15272,24,Arboreal,Dneasy,0.6997,158,16.863154,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD26,5268,24,Arboreal,Dneasy,0.6997,194,19.078132,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD28,5919,24,Arboreal,Dneasy,0.6997,63,7.763175,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD29,3342,24,Arboreal,Dneasy,0.6997,89,10.288811,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD30,16218,24,Arboreal,Dneasy,0.6997,47,6.943477,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD34,16869,24,Arboreal,Dneasy,0.6997,61,7.412227,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD37,6955,24,Arboreal,Dneasy,0.6997,147,15.97538,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD38,7106,24,Arboreal,Dneasy,0.6997,135,14.937937,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD39,6385,24,Arboreal,Dneasy,0.6997,116,13.864602,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Cunha_Pora,5,8,26.91 S 53.26 W,11635995.56,193,1919,SD40,6993,24,Arboreal,Dneasy,0.6997,188,20.914569,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Maravilha,13,29,26.75 S 53.21 W,11635995.56,186,1972,SD41,11404,24,Arboreal,Dneasy,0.68886,117,13.900972,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Maravilha,13,29,26.75 S 53.21 W,11635995.56,186,1972,SD42,12276,24,Arboreal,Dneasy,0.68886,242,25.39072,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Maravilha,13,29,26.75 S 53.21 W,11635995.56,186,1972,SD43,9296,24,Arboreal,Dneasy,0.68886,148,18.020102,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Maravilha,13,29,26.75 S 53.21 W,11635995.56,186,1972,SD44,11530,24,Arboreal,Dneasy,0.68886,145,20.514321,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
Hyloidea,Hylidae,Dendropsophus,minutus,September,2018,Brazil,SC,Maravilha,13,29,26.75 S 53.21 W,11635995.56,186,1972,SD45,7599,24,Arboreal,Dneasy,0.68886,303,31.243796,Non-threatened,LC,LC,"Preuss JF, Greenspan SE, Rossi EM, Lucas Gonsales EM, Neely WJ, Valiati VH, et al. Widespread pig farming practice linked to shifts in skin microbiomes and disease in pond-breeding amphibians. Environ Sci Technol. 2020;54:11301–12.",,,,,,,,,,,,,,,,,
