Superfamily,Family,Genus,Species,Month,Year,Country,State,Municipality,Locality,Species-Locality,Latitude_Longitude,Range_Size_sq_km,BIO1,BIO12,SampleID,Sequence_Reads,SVL_mm,Primary_Habitat,Extraction,mean_NDVI,OTU_richness,Faith_PD,Endangerment,Brazil_Redlist,IUCN_Status,Publication,,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,52,289,22.15 S 46.95 E,1512.351806,14.79281854,1350.952191,Fr122.S2,32449,40,Aquatic,DNeasy Powersoil,0.841647059,9,9.0648,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,52,289,22.15 S 46.95 E,1512.351806,14.79281854,1350.952191,Fr123.S2,16206,40,Aquatic,DNeasy Powersoil,0.841647059,14,9.67006,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,52,289,22.15 S 46.95 E,1512.351806,14.79281854,1350.952191,Fr124.S2,20076,40,Aquatic,DNeasy Powersoil,0.841647059,8,8.55589,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Ptychadenidae,Ptychadena,mascareniensis,December,2014,Madagascar,,,36,175,18.93 S 48.41 E,7139271.282,19.29040122,1854.298282,Fr125.S2,7030,40,Aquatic,DNeasy Powersoil,0.804252941,163,33.21518,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,52,289,22.15 S 46.95 E,1512.351806,14.79281854,1350.952191,Fr126.S2,8015,40,Aquatic,DNeasy Powersoil,0.841647059,67,21.72014,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantella,expectata,November,2014,Madagascar,,,58,331,22.59 S 45.36 E,1308.544124,21.98159258,812.162389,Fr127.S2,8944,26,Terrestrial,DNeasy Powersoil,0.323682353,191,39.26475,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,52,289,22.15 S 46.95 E,1512.351806,14.79281854,1350.952191,Fr128.S2,31485,40,Aquatic,DNeasy Powersoil,0.841647059,14,11.05842,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,52,289,22.15 S 46.95 E,1512.351806,14.79281854,1350.952191,Fr129.S2,19340,40,Aquatic,DNeasy Powersoil,0.841647059,15,10.11056,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,52,289,22.15 S 46.95 E,1512.351806,14.79281854,1350.952191,Fr130.S2,20161,40,Aquatic,DNeasy Powersoil,0.841647059,3,7.69796,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,52,289,22.15 S 46.95 E,1512.351806,14.79281854,1350.952191,Fr131.S2,19737,40,Aquatic,DNeasy Powersoil,0.841647059,16,11.44596,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,delormei,November,2014,Madagascar,,,52,290,22.15 S 46.95 E,2594.286865,14.79281854,1350.952191,Fr132.S2,24544,39,Terrestrial,DNeasy Powersoil,0.841647059,5,8.30872,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,delormei,November,2014,Madagascar,,,52,290,22.15 S 46.95 E,2594.286865,14.79281854,1350.952191,Fr133.S2,19506,39,Terrestrial,DNeasy Powersoil,0.841647059,15,10.02454,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,madecassus,November,2014,Madagascar,,,54,298,22.2 S 46.9 E,1454.62667,12.25879604,1354.815718,Fr134.S2,9337,30,Aquatic,DNeasy Powersoil,0.380482353,167,36.50046,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,delormei,November,2014,Madagascar,,,52,290,22.15 S 46.95 E,2594.286865,14.79281854,1350.952191,Fr135.S2,33814,39,Terrestrial,DNeasy Powersoil,0.841647059,29,12.41166,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,delormei,November,2014,Madagascar,,,52,290,22.15 S 46.95 E,2594.286865,14.79281854,1350.952191,Fr136.S2,41723,39,Terrestrial,DNeasy Powersoil,0.841647059,11,9.52671,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,delormei,November,2014,Madagascar,,,52,290,22.15 S 46.95 E,2594.286865,14.79281854,1350.952191,Fr137.S2,21477,39,Terrestrial,DNeasy Powersoil,0.841647059,9,8.62693,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,mocquardi,November,2014,Madagascar,,,52,291,22.15 S 46.95 E,146939.8431,14.79281854,1350.952191,Fr138.S2,37677,55,Terrestrial,DNeasy Powersoil,0.841647059,8,8.844,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,popi,November,2014,Madagascar,,,52,288,22.15 S 46.95 E,12262.02824,14.79281854,1350.952191,Fr139.S2,6596,31,Arboreal,DNeasy Powersoil,0.841647059,56,18.1692,Threatened,n/a,VU,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,popi,November,2014,Madagascar,,,52,288,22.15 S 46.95 E,12262.02824,14.79281854,1350.952191,Fr140.S2,13639,31,Arboreal,DNeasy Powersoil,0.841647059,6,9.13963,Threatened,n/a,VU,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,53,294,22.17 S 46.9 E,1512.351806,12.37603019,1360.920932,Fr141.S2,6117,40,Aquatic,DNeasy Powersoil,0.488388235,54,18.26485,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,53,294,22.17 S 46.9 E,1512.351806,12.37603019,1360.920932,Fr142.S2,14979,40,Aquatic,DNeasy Powersoil,0.488388235,14,12.43955,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,cowanii,November,2014,Madagascar,,,51,277,21.29 S 47.43 E,34854.51657,18.59211793,1723.404211,Fr143.S2,8905,40,Aquatic,DNeasy Powersoil,0.823370582,192,38.93551,Threatened,n/a,NT,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,53,294,22.17 S 46.9 E,1512.351806,12.37603019,1360.920932,Fr144.S2,18639,40,Aquatic,DNeasy Powersoil,0.488388235,8,10.39989,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,53,294,22.17 S 46.9 E,1512.351806,12.37603019,1360.920932,Fr145.S2,32203,40,Aquatic,DNeasy Powersoil,0.488388235,29,14.17716,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,53,294,22.17 S 46.9 E,1512.351806,12.37603019,1360.920932,Fr146.S2,41539,40,Aquatic,DNeasy Powersoil,0.488388235,15,11.34337,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,cowanii,November,2014,Madagascar,,,48,225,21.25 S 47.42 E,34854.51657,19.1755287,1808.833337,Fr148.S2,6742,40,Aquatic,DNeasy Powersoil,0.781670588,184,39.13347,Threatened,n/a,NT,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,53,294,22.17 S 46.9 E,1512.351806,12.37603019,1360.920932,Fr149.S2,14975,40,Aquatic,DNeasy Powersoil,0.488388235,22,12.95016,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,53,294,22.17 S 46.9 E,1512.351806,12.37603019,1360.920932,Fr150.S2,11652,40,Aquatic,DNeasy Powersoil,0.488388235,66,19.0992,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,53,294,22.17 S 46.9 E,1512.351806,12.37603019,1360.920932,Fr151.S2,15810,40,Aquatic,DNeasy Powersoil,0.488388235,24,13.92836,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,53,294,22.17 S 46.9 E,1512.351806,12.37603019,1360.920932,Fr152.S2,37411,40,Aquatic,DNeasy Powersoil,0.488388235,17,10.71259,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,53,294,22.17 S 46.9 E,1512.351806,12.37603019,1360.920932,Fr153.S2,12413,40,Aquatic,DNeasy Powersoil,0.488388235,7,9.32468,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,bourgati,November,2014,Madagascar,,,53,294,22.17 S 46.9 E,1512.351806,12.37603019,1360.920932,Fr154.S2,14738,40,Aquatic,DNeasy Powersoil,0.488388235,13,10.35181,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr156.S2,19022,30,Arboreal,DNeasy Powersoil,0.488388235,9,10.30503,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr157.S2,26331,30,Arboreal,DNeasy Powersoil,0.488388235,11,9.69473,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr158.S2,14320,30,Arboreal,DNeasy Powersoil,0.488388235,4,9.15921,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr159.S2,5889,30,Arboreal,DNeasy Powersoil,0.488388235,39,15.31346,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr161.S2,33626,30,Arboreal,DNeasy Powersoil,0.488388235,11,10.17571,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr162.S2,14793,30,Arboreal,DNeasy Powersoil,0.488388235,6,9.70976,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr163.S2,13610,30,Arboreal,DNeasy Powersoil,0.488388235,41,14.13631,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,quasiboehmei,November,2014,Madagascar,,,51,266,21.29 S 47.43 E,10362.64,18.59211793,1723.404211,Fr164.S2,4472,35,Arboreal,DNeasy Powersoil,0.823370582,153,31.75638,Threatened,n/a,NT,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,goudotii,November,2014,Madagascar,,,53,292,22.17 S 46.9 E,58489.96444,12.37603019,1360.920932,Fr165.S2,15423,70,Arboreal,DNeasy Powersoil,0.488388235,9,10.01968,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr166.S2,10038,30,Arboreal,DNeasy Powersoil,0.488388235,60,19.5944,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Mantidactylus,femoralis,November,2014,Madagascar,,,56,311,22.48 S 46.95 E,210920.094,19.45122576,1234.805979,Fr167.S2,6945,37,Terrestrial,DNeasy Powersoil,0.735458824,154,34.38543,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr168.S2,13526,30,Arboreal,DNeasy Powersoil,0.488388235,13,11.43786,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Microhylidae,Anodonthyla,boulengerii,December,2014,Madagascar,,,63,248,21.26 S 47.42 E,91676.19999,18.90984469,1761.7504,Fr170.S2,6990,22,Aquatic,DNeasy Powersoil,0.827717647,155,33.13654,Threatened,n/a,NT,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr171.S2,14118,30,Arboreal,DNeasy Powersoil,0.488388235,91,26.6835,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr172.S2,22094,30,Arboreal,DNeasy Powersoil,0.488388235,18,11.41226,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,laurenti,November,2014,Madagascar,,,54,296,22.2 S 46.9 E,361.3836904,12.25879604,1354.815718,Fr174.S2,7073,33,Arboreal,DNeasy Powersoil,0.380482353,47,16.47683,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,laurenti,November,2014,Madagascar,,,54,296,22.2 S 46.9 E,361.3836904,12.25879604,1354.815718,Fr175.S2,12062,33,Arboreal,DNeasy Powersoil,0.380482353,5,8.97127,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,laurenti,November,2014,Madagascar,,,54,296,22.2 S 46.9 E,361.3836904,12.25879604,1354.815718,Fr176.S2,9215,33,Arboreal,DNeasy Powersoil,0.380482353,136,28.89172,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,laurenti,November,2014,Madagascar,,,54,296,22.2 S 46.9 E,361.3836904,12.25879604,1354.815718,Fr177.S2,10568,33,Arboreal,DNeasy Powersoil,0.380482353,43,16.83825,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,laurenti,November,2014,Madagascar,,,54,296,22.2 S 46.9 E,361.3836904,12.25879604,1354.815718,Fr178.S2,7992,33,Arboreal,DNeasy Powersoil,0.380482353,71,20.77122,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,idae,December,2014,Madagascar,,,32,131,18.77 S 48.43 E,37094.61829,19.41061008,1752.727815,Fr179.S2,9034,36,Arboreal,DNeasy Powersoil,0.841558824,174,36.32905,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,laurenti,November,2014,Madagascar,,,54,296,22.2 S 46.9 E,361.3836904,12.25879604,1354.815718,Fr180.S2,14997,33,Arboreal,DNeasy Powersoil,0.380482353,81,20.68149,Threatened,n/a,EN,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr182.S2,17773,30,Arboreal,DNeasy Powersoil,0.488388235,53,18.22974,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
Hyloidea,Mantelidae,Boophis,microtympanum,November,2014,Madagascar,,,53,293,22.17 S 46.9 E,34738.96429,12.37603019,1360.920932,Fr183.S2,24970,30,Arboreal,DNeasy Powersoil,0.488388235,14,11.20089,Non-threatened,n/a,LC,"Kueneman JG, Bletz MC, McKenzie VJ, Becker CG, Joseph MB, Abarca JG, et al. Community richness of amphibian skin bacteria correlates with bioclimate at the global scale. Nat Ecol Evol. 2019;3:381–389.",,,,,,,,,,,,,,,,,
